,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78
source_dataset:Karpas-1106P,-0.48864076,1.5038596,-0.12097294,0.5371368,1.0456611,0.45245266,-2.474829,-1.7020488,1.010333,0.67309517,0.83630663,-1.4621626,-0.91852427,-0.025822885,-0.998422,1.0712228,-0.22796084,0.017611776,1.0997494,0.10526714,2.0714078,-1.458738,-0.6011953,-1.8403128,2.678012,1.226235,0.18679747,-1.4777371,0.11455029,-0.0032946914,0.059829265,-0.031421773,1.1760421,1.1629137,0.7253749,-1.7649975,0.79333586,0.50869894,-2.6871817,-0.036525592,1.0570941,-0.008583803,0.33404425,-0.0694125,-1.3709582,0.26270363,-0.283486,-0.44393346,-1.2461683,-0.18144558,-1.9628448,1.927406,0.60011566,1.371912,-2.0597684,0.33966786,-1.3287451,-2.0491831,0.72550505,-1.0664115,0.31820333,-0.5104604,0.53882104,0.36031446,0.3720932,1.3620065,1.2708008,0.6541046,-0.6224513,0.56300545,-0.015909359,1.3094821,-2.4935164,0.34196627,-0.19136782,-0.036770515,-0.39979148,-1.6895567,2.0009801
source_dataset:A4/Fukuda,0.66404945,0.31930187,0.01371491,-0.27665308,1.0934625,-1.3215431,-1.3948604,-1.1209637,-1.0381379,-0.4926256,0.40075797,-0.84317434,0.46299034,0.6269975,-1.4301299,0.3618552,-1.2144471,0.15769178,0.26762676,-1.5069536,2.3609202,-1.3239412,-0.6977016,0.650557,0.647776,0.009928379,-0.6321985,-2.4486635,0.66221297,0.45448256,1.6791773,0.23490414,0.08894099,1.2785814,0.3281016,-1.6516718,-0.2993428,2.53543,-0.7796003,-3.1107657,-0.67478913,0.43748224,-0.31407708,-1.104793,0.8320966,-0.88223404,0.6812924,-0.25413772,-0.22689633,-0.9838032,-1.7084985,1.6986641,3.085334,1.3931863,-0.89143354,-0.73546565,-2.0388207,0.31101987,-1.599629,-0.43580675,1.2874004,0.5834753,1.3147409,-0.6406909,-1.2498313,0.8611504,-0.6024286,0.24071206,1.6275924,-0.3319656,0.5903126,2.395646,-1.5622662,2.0463662,0.9832081,1.8328619,0.3691842,-1.1004766,0.55694205
source_dataset:CAMA-1,0.040879592,-1.5477777,0.52755153,-0.057483092,-3.3061152,-0.979677,-1.2384176,-0.07918101,-0.7614102,0.27698106,-1.0347791,0.41122326,-0.3602813,-1.7631445,-2.1276078,0.4692776,-1.0498781,-0.07367376,-1.114749,-2.3999743,0.4239198,-0.11499501,-0.6248094,-1.3208325,0.38101846,-0.81126463,-1.0178812,-0.85556287,-0.4183663,-2.9668527,0.6122742,-0.62621844,0.05274893,1.7782463,-0.84177375,-0.5303657,-0.8004007,-1.066416,1.1881866,-0.8474551,-0.64613914,1.8722936,-1.8943269,-1.1317365,-0.19174373,0.46490395,-1.8127545,0.6047738,0.11379802,-0.16926466,2.37886,-2.2540452,2.0271602,-0.88118744,-0.9075971,0.72687715,0.37873623,1.0257446,-1.9536628,-0.9336998,2.1750379,-1.9445338,0.6859401,-1.3335205,-1.020764,0.0006509498,0.054296598,-0.8204713,-0.930926,2.9720829,-1.7825015,0.33250853,-1.4665041,-1.4339,0.7211375,2.6467514,1.5935562,0.9818139,-0.7198062
source_dataset:NCI-H2023,-2.0460706,0.38017583,-0.79913604,-0.06810989,1.0677528,-2.9669209,-0.22051764,-1.2212888,-1.6750664,0.9553344,-1.3210595,1.8956584,-0.87251157,-0.3069726,-0.46125787,0.15598246,-0.17011377,-1.1516526,0.1291898,0.0815812,-1.4268693,-0.11902144,0.25982395,0.8524485,1.6284573,-0.47961265,-0.86795676,0.28656092,-0.20023398,-0.7183777,0.5775151,0.04854553,-0.7888815,0.7371968,-0.4250846,0.4296929,-0.18311705,-2.175486,-0.8814711,-0.24598072,-1.1859399,-5.5350363e-05,-1.0617489,-0.052996702,1.7868176,0.3487134,-0.08568179,1.7254422,-1.0239576,1.6230747,-0.41102374,-0.52004033,-0.41220102,-1.2411293,0.0978735,-0.5591939,0.9259543,0.95634425,-2.218409,-0.03241468,-0.37755153,-0.4896007,-0.14926003,-1.101763,0.1823977,0.9079439,-1.4217404,-0.43306962,-0.05487237,0.9015446,-0.037762552,-0.3701425,0.41613775,1.5392368,-0.47907788,-0.3610976,0.6445312,0.83884776,1.199814
source_dataset:BxPC-3,0.5352948,0.1003027,-0.80187654,2.887903,-2.1567829,0.5995089,2.3148324,-1.332202,-0.18946739,-2.0812528,0.34385073,-3.0097575,3.6332033,3.0980492,0.6963593,0.035601556,-0.95600724,0.15215886,1.2532734,-2.157662,0.29639533,1.681285,-1.0684853,0.64884776,-2.3045685,0.6376691,0.9401144,2.3562322,0.28890926,-1.042627,-0.0068937466,0.2270293,2.0220172,0.5539735,0.69074154,-0.78764796,-2.3079004,0.45875776,2.2672865,-0.27048135,-0.9655063,1.0437027,-0.53658175,0.6667262,0.7217585,0.41236472,1.5901289,0.03505128,0.70069337,0.06615007,-2.3942156,-2.615952,-2.336804,0.39451036,2.0716271,-2.759383,0.6939023,1.5842968,1.8850373,-0.13189833,0.46674535,0.89089084,-0.7938264,2.3301096,0.80747586,-4.5526276,3.2904165,2.4651299,0.46594998,0.4753215,0.21868226,0.046022013,1.6756337,0.8927697,0.43939546,0.57345605,-0.26617888,-2.242895,-2.0725634
source_dataset:ESO-51,-0.47695374,-0.49325886,-1.9040836,1.4218651,1.0455569,-0.27325433,1.347556,-1.0799747,-2.4722755,0.52261806,-1.6470338,-0.40333804,-1.2731445,2.2963722,1.1983643,0.9866413,-1.767315,1.647953,1.3836092,-0.8654703,1.0271354,0.31612754,0.02751324,-0.7074358,-0.11775331,0.3750078,-1.2915267,-0.08150029,-1.1992447,-1.768578,-0.016612738,-0.24007699,0.10844965,-0.37494773,1.4151548,-0.35908824,-0.6456195,-0.79000473,-0.8771541,0.7904992,-0.7895115,0.48139372,-1.2612026,-0.02216703,1.3395267,-0.5764867,0.7088053,3.3975885,-0.4462312,0.8739363,-1.1043761,-1.8012085,0.32243752,-1.3268782,0.42003322,-0.69722015,-0.04658307,1.1754947,-1.0280954,0.55096364,1.2233055,-0.8494167,0.19529933,1.7238629,-1.8664949,-0.30275238,-0.46002397,0.12008647,0.1691705,0.9864981,-0.017227706,1.131208,-0.8339862,1.3590806,2.2903295,0.8405452,-1.2704053,-2.0124876,0.7997844
source_dataset:EB3 [Human Burkitt lymphoma],0.3482013,1.0210187,0.5236224,0.115923256,-0.17800269,0.26599804,-2.0154712,-0.976744,0.9441372,0.3442081,0.94558716,-1.5908885,-0.49907866,-0.14101334,-0.31395587,0.81293344,-0.7997444,-0.27782738,0.83664095,1.001606,1.4826053,-0.6084483,-0.5375774,-0.21234003,1.7860318,1.0502731,-0.04272318,-0.5313317,-0.4172231,-0.0675649,-0.16606909,0.9158952,0.50984955,1.9586195,0.60493964,-0.6406586,0.7582916,0.034101248,-0.40272057,0.74654263,0.5361228,-0.6636675,1.0525216,0.36270264,-2.004847,-0.8791305,0.02357611,-0.66681296,-0.42719895,-1.0334907,-1.0707978,0.8457706,1.2821074,1.2527211,-1.445402,-0.449975,-0.5699718,-0.3728077,0.5426346,-1.3012558,0.5770472,-0.3554579,1.1909908,0.058436334,1.1046361,1.9540464,1.1772953,0.09472869,-0.010016613,-0.6848321,0.061717838,1.6389278,-1.0504436,0.6094981,-0.39656228,0.48773324,-0.5096873,-0.34704617,0.49944618
source_dataset:SW982,-0.7133202,0.082815394,0.45242554,-0.5118369,0.59688693,-0.5154854,0.39024585,0.75323725,-0.19127016,0.44833434,-0.08679312,1.305247,0.27643204,-1.5091844,-0.3315454,-1.5381608,1.489423,-0.44624692,0.24428086,1.1073273,-0.65081084,0.3964547,-0.7846926,0.96526504,-0.99827635,-0.6179645,-1.2822015,-0.54423356,-0.7368227,0.1551717,0.47138056,1.5380986,-1.4417783,-0.99407065,-0.13578981,1.6850412,0.26204482,0.06729224,-1.2075578,-1.2470539,0.011527117,-1.1069609,-0.55566597,1.9244032,0.49806133,-0.22459197,-0.00013383769,0.47356838,-0.46307063,1.0410907,-0.60341454,0.317091,-1.115372,1.5014116,-1.0017896,0.4439486,-1.3762776,-0.7811886,0.11205564,1.5624248,-0.9509854,-0.5827496,-1.1464511,-0.7055252,0.0041179648,-0.34478623,0.7276375,0.33312133,-1.1942441,-1.1659418,1.7486348,0.6347146,0.31045264,-1.7099997,-1.8594432,-1.2045242,0.7188807,-1.5279542,0.1304763
source_dataset:HuO-3N1,0.04010626,0.3745152,0.53557104,-1.5664198,0.08646953,-1.1064695,0.13044369,0.33720097,-0.8751921,0.43959862,-0.22289571,0.9132482,0.069013566,0.026773566,-0.17475414,-0.59955925,0.41462806,-0.4971853,0.849463,-0.5072649,-2.944383,0.22439978,-2.2652283,1.1108763,-1.236964,1.1328267,-1.2699769,-0.12786102,-0.4332243,0.16162087,0.8887174,1.778935,-2.1502712,-0.20221838,0.6548128,0.9640913,0.17247085,0.3488503,-1.9964882,-1.236129,0.86817145,0.17100187,-1.9567559,0.9490379,1.6100986,-0.015321009,0.4691482,0.44836593,-0.7616154,-0.19958486,0.39228657,-0.26827282,0.2482231,1.1404314,-1.8527143,0.57304287,-0.19865713,-1.0491246,-0.86220735,0.73124975,-0.5323061,-0.31734076,-1.4603881,0.48674253,-0.4823351,0.9939567,-0.4110319,0.20556645,-1.3326225,1.0278544,2.0676358,0.8883576,-0.5653239,0.08434202,-0.32270586,-1.0566669,1.2851282,-0.6452362,1.2055342
source_dataset:SJNB-14,-0.15487644,1.0599694,0.066983454,-1.9363773,0.39836863,-0.11508064,-0.19377142,1.0203383,1.0523129,0.2965601,0.060262732,0.23292738,1.1797237,-0.38060075,-0.070336774,-0.87703526,0.646142,-0.48088607,-0.74647975,0.9245203,-0.567561,0.5669622,0.52543813,-0.49390188,-0.39648283,-1.9104133,1.0070966,-1.1772296,1.5373242,0.41815966,1.5237035,-0.46718502,0.02826552,-0.5997505,0.11116042,0.4572733,0.78535146,-0.46039203,1.5624284,0.33124986,0.72146946,1.0841576,0.991466,-0.9655887,-0.6886038,0.021639425,-1.060187,-1.7027537,-0.5648672,-0.44736734,0.96806926,-0.10618751,-0.106541514,-0.5692018,0.7292348,0.6519033,-1.8593886,0.4287249,1.3670232,-1.0788659,0.36734778,-0.6420789,0.7657595,0.99096525,-0.69612104,1.9922373,-0.007092148,-0.058939934,-0.027900657,-1.3814874,-0.47220305,-0.342583,-0.68028754,-0.5099097,-1.097779,0.56663805,0.30160925,1.1748632,0.12533544
source_dataset:DU4475,0.2857228,1.6016347,2.8745136,-2.9711304,-1.7228786,2.6929674,1.3284612,1.5702745,-0.9900777,-2.2896402,0.18949488,0.9400214,1.7603344,-0.4064284,-0.28761616,1.098805,-0.9735477,0.8805966,-0.77464366,-0.28258464,-0.7253437,-1.6082894,-0.40974066,-2.363676,1.1680372,0.18668929,-1.5086336,-0.0772944,1.2560192,-0.8452599,-0.94280106,-1.2297523,1.6075906,-1.4435928,1.1006304,-0.47305015,-0.59785765,1.6332037,-0.014156175,3.3297558,0.35475016,1.2033805,2.9169538,0.32860637,-0.29065502,0.40684438,0.94999665,-0.9456138,0.19131756,-3.227102,1.1250652,-0.47038665,0.7636566,-2.9033902,-0.97043824,0.79003537,1.6012278,0.6449049,0.23768412,-2.3351257,2.5530195,-1.150382,-0.30232587,0.1779941,-1.2020142,1.2526088,-2.7628005,-0.059156265,1.7865653,0.5163115,1.0658137,-0.8603878,-0.2390602,0.10115617,0.019743547,1.6340365,-0.5998485,0.41237283,0.71615183
source_dataset:A3/Kawakami,-0.36028874,0.51871854,-0.3604686,-0.051608384,0.71446323,-1.897419,-0.08158218,-1.9287922,-0.29914677,-0.25387418,0.3552662,0.38901645,0.99980915,0.37740105,-1.988273,1.6125001,-2.0346842,0.8468368,-0.1574216,-0.3284882,3.3135898,-2.8455322,-0.81192064,1.5555425,1.8537436,-2.3950198,-0.6256596,-1.1688765,-0.084200494,0.848204,0.9691698,0.40688035,0.572801,1.7447056,0.12531276,-1.114569,-0.81827897,2.9458866,0.8866824,-2.7752635,-0.6307874,0.46602875,-0.24632195,-1.1384887,1.6726934,-1.2902429,0.5658439,-1.7227525,0.5168419,-0.42217916,-2.3268998,1.3007886,1.9669932,1.5583321,0.8762318,-0.43480223,-1.724308,0.0030448267,-1.7820877,-0.64919394,1.606189,0.7760366,0.6255334,-0.50345427,-1.7397387,0.2906949,-1.649448,0.002937097,1.5822506,-0.64189726,0.62657696,1.6409912,-0.6655805,0.65852386,-0.15090925,1.7662345,-0.8445494,-0.631849,1.0287665
source_dataset:MMAc-SF,-0.7208355,-0.017236976,-0.658473,-0.7134518,0.84177816,1.8947942,-0.033543482,1.7165658,0.7013376,0.8472917,0.89058155,0.3160972,-0.027956322,0.21809663,0.4361931,-2.1457582,0.48757365,-0.12900881,-1.6382977,-0.36211225,0.13998227,-0.1269817,0.16506512,-0.5299887,-0.43948343,0.70774764,0.32149816,-1.0947341,0.9152192,2.1406279,-0.407621,-0.29248783,-0.63064283,-1.2353927,-0.7595837,2.4225302,-1.0042746,-0.54344976,0.101211965,-0.40406835,-1.481346,1.7730007,-0.10073988,0.17636012,1.4134978,0.84576076,1.338322,-0.10845652,-0.9479007,0.659263,1.0096552,1.3102832,1.628401,0.08766556,-1.5307804,0.895568,0.102308095,-1.8676738,-0.7987423,1.4180878,-0.88507277,-1.7811364,0.190058,0.48159578,-1.8632075,-0.72458357,0.8041867,-1.2463504,-0.0472434,-0.38182843,-1.6145619,0.72841537,-0.5839474,-0.78294224,1.0381327,0.5988365,0.92816895,-0.29463944,-0.8468386
source_dataset:SIG-M5,-0.47091988,0.7480677,0.44542906,0.52521765,0.63235617,1.0925478,-4.201238,0.5336017,0.033475276,0.63638836,1.0681305,0.4492068,-1.8309299,-1.1303508,1.4093066,-1.1504136,-0.78610647,-1.1554984,-1.6641808,0.987581,0.9492516,-0.6281873,1.3032027,-2.4134758,1.202189,0.7433092,-0.39553696,-1.1276184,0.93204474,-0.74186176,-0.10756871,0.16581792,0.77251226,2.452925,-1.9903307,-0.014391398,-0.8228318,-0.15396404,-0.417669,-0.61957675,2.2781665,-1.2110238,0.19493724,0.07523225,0.12847972,0.80445987,-0.52967566,-0.250533,-0.094342336,-2.2635825,1.2862128,0.53065985,-1.0425892,0.47627813,-0.71199054,0.026549278,0.6098193,-0.30113983,1.3485003,0.90562594,-0.4510046,-0.054861307,-0.47699142,1.4869395,0.55193853,1.3153129,-0.27105775,0.3777231,-0.53804874,0.04686647,0.21616575,-0.7878269,-0.9385912,0.6473795,-2.2808344,-2.543882,0.2973708,1.2671981,0.11475958
source_dataset:J82,0.7383524,-1.2007667,0.80839866,-0.9359728,-0.37296647,0.9060715,-0.37069544,-1.468534,0.3238818,0.6036207,0.40463665,1.428668,-0.65864277,-2.6066587,-0.6942639,-0.9247396,0.61416703,0.5215295,0.991785,-0.32041615,-0.8753688,-0.4523836,0.95473945,1.6615678,0.6224948,-1.6192598,-1.5305507,-0.015778333,-1.0617177,-0.32827798,-0.42639348,0.54461026,-0.97598404,-0.021501455,-1.7008044,0.38811672,1.7750044,0.98231554,-1.0361208,-0.34527406,-1.2875828,0.8231421,-1.1709996,1.3821023,0.050834943,-1.2714018,-0.23550376,1.1673434,0.30276278,0.7777371,-0.55659646,0.9498049,-0.43013954,0.79101825,0.14700726,-0.45701033,-0.4577414,-0.99035364,0.40227422,2.0201068,-0.18924946,-1.401649,0.057903185,-0.6700343,-0.007660457,-0.9937636,0.72688746,0.804827,-1.8095269,-0.27397177,1.6727098,-0.045494806,0.9716685,-1.3501112,-0.6763585,-0.10320894,-0.47057414,-0.5555865,0.14426115
source_dataset:8505C,-0.44877085,-1.1318445,-1.0095662,-0.10012154,0.08734557,0.32207757,0.92477083,-0.7724982,0.45512223,0.32242176,-0.41862762,1.5275588,-1.26181,-2.2152977,-0.14342687,-0.47682258,1.0156355,1.3891404,1.1753906,1.1236392,-0.1311705,-0.19542488,1.0353078,1.6662604,-0.3779196,0.025962126,-0.56978065,-0.1814562,-1.2248113,-0.56618196,-0.11536915,0.2156357,-0.9942207,-1.4198124,-1.2629659,0.077761054,1.8470708,1.037146,-1.5947034,0.76721627,-0.40162748,0.14730768,-1.1275189,1.325692,0.02660477,-0.10855902,0.5469064,1.0674211,-0.27716228,1.4392041,-0.36932105,0.13961197,-1.4434186,0.85570997,0.49193144,0.15131247,-0.78644484,-1.6094385,-0.45598862,2.5902102,-0.78139454,0.15006469,0.05881661,-0.10699756,-0.60428,-1.1355662,0.4776979,0.20471191,-0.52939993,-0.99682105,1.4493842,-0.04357265,0.38085216,-1.7856749,-0.26103246,-0.119908966,-1.1662365,-1.4527612,0.5994378
source_dataset:UO-31,-0.29149714,-0.10273799,1.1747761,-0.79221976,1.1511934,-0.041045588,-0.10027039,1.6298196,0.21343245,1.9756553,0.59881186,-0.3337026,-1.3815346,-0.47254115,-0.44193035,-0.8291416,0.85109794,0.19764684,0.6305532,0.31988478,-0.022548623,1.0899669,-0.75849855,0.027638666,-1.1764898,0.4685005,0.18545666,-1.284075,0.3770805,0.38272527,-0.8478552,1.2681308,-1.3352292,0.5615961,-2.2735195,1.5347202,0.35599285,-0.34528902,-0.6668562,-0.3734498,-0.6047769,-1.1421732,-0.4771899,0.3601739,1.1564695,0.28443235,-1.1796755,0.9994805,-0.33410788,1.8811556,-0.5399295,-0.3881133,-1.7743689,-0.5666862,0.74174994,1.1163322,1.0591162,-0.14414005,0.3676836,0.014762497,-1.3463744,0.96927494,-1.6257316,-1.5193272,0.13545986,-0.76640815,0.28231144,-1.7258272,-1.8456414,0.68385464,0.18602662,-1.2029076,1.0136112,-2.5478654,-0.17047085,-0.73730606,0.66209424,-0.54244596,-0.36774704
source_dataset:Ca9-22,2.5028083,0.42876676,0.13198748,1.404886,-3.0772502,1.2918143,2.1949136,0.78320175,0.46613863,-2.9611793,-0.42079946,-2.6841478,1.4545062,2.1841714,-0.019855827,0.063356124,-0.6128317,0.42082116,-0.07074176,-1.6240807,0.6351467,2.3628254,0.3294784,-0.15255097,-2.6145492,1.557222,1.320602,3.250386,0.74937546,-0.54472727,-0.55756307,0.2310662,1.3844562,-0.013404651,0.22747958,-0.8282729,-2.166154,-0.15375043,2.7815347,0.11253671,-0.6727347,-0.8745961,0.30191112,-0.3464203,-1.1895735,0.7749124,-0.03084155,0.4296987,0.47621685,-0.61819357,-2.3044028,-2.434093,-2.030681,-0.29295525,0.30281568,-1.4553291,0.93715376,1.5147452,2.3811738,0.24815732,0.019609522,1.5419737,0.30988982,0.88999027,1.8025368,-1.7408445,1.5967014,1.9915484,1.274357,0.70895636,-0.24551977,0.90947133,2.8847373,0.7461724,0.8381059,1.0004814,0.9407886,-1.8136185,-1.5041895
source_dataset:NCI-H1573,-0.9455697,-0.40813783,-1.7296462,0.7183353,-1.0444833,-2.320734,0.5163541,-0.86994517,-0.3244592,-0.33333904,-1.9622113,0.11602138,-0.75175494,1.8882622,-0.30931643,-0.19569114,-0.083483174,0.0683336,-0.054148376,-0.04071246,1.670508,0.7115884,-0.3894305,-1.0440167,0.3659774,-0.9025166,0.06772259,0.8475603,0.15579878,-1.5148764,0.079282135,-0.96743447,-1.3161345,0.75050163,-0.2949229,-0.10940931,-2.479907,-1.0235498,1.5076438,0.3334456,-1.0022024,-1.6645523,-0.0005534366,0.9237082,0.9134263,2.5915086,-0.48663783,1.2002829,-0.64536047,0.1994268,-1.1453043,-0.5988294,-0.9946457,-2.8318377,0.41156185,-0.9165808,0.776113,0.64293766,-1.020016,-0.3045385,1.4198775,0.368877,-0.2946792,-0.23603477,0.15812744,-0.34119117,-0.23382826,1.4285666,0.59269214,2.072132,-1.0847505,-0.8279328,0.53084505,0.41189072,-0.89402753,-0.38546398,-0.6309063,1.9694285,0.00554453
source_dataset:NCI-H1395,-0.37830937,0.2181727,0.24971914,-1.1525832,0.18879801,-0.28554374,0.22742039,-0.34138456,0.0059590656,0.32502803,0.33837304,1.0412331,-0.91399753,-0.03992268,-1.3749032,-0.0127054555,1.854458,-0.5959294,-0.75976735,0.16744438,-0.871389,0.6895217,-1.0479052,0.9140155,1.2419297,-0.46798298,-0.47749373,1.2014939,-0.8231992,-0.72179115,0.39673454,0.4929463,-1.3086506,-0.21262038,0.33332428,1.2364912,0.24781856,-0.056067705,-2.4570658,-1.5864909,-0.64586794,-0.39271945,-1.6080221,-0.07944143,1.8483062,0.08031533,0.41779307,0.45439562,-0.1410478,0.14869316,1.4186863,0.78609574,1.1297069,0.54524964,-2.1804106,-1.2432517,-0.6946903,-1.3598766,-0.37424663,1.3002526,-0.2900108,-0.63342613,-0.9864659,-0.36821604,-1.63284,0.35985044,-1.7537911,0.25378236,-0.3589943,0.26943153,0.45498237,1.1618361,0.16716664,0.89406645,-1.0003468,-0.1997218,-0.46119106,1.506924,1.3702893
source_dataset:EPLC-272H,2.0088964,0.5289614,-1.0771426,1.4745246,-1.7953494,0.9676207,2.2150671,0.24600787,-0.39112604,-3.1181345,-0.4206866,-0.61401147,-0.22819129,0.46116072,1.0190071,0.671241,-0.30571467,-0.35171902,0.8610694,0.31209978,-1.2736663,1.7018436,-1.3527269,0.22313152,-0.5126706,1.0146813,0.7861593,2.1816294,0.4931006,-0.2481935,-0.56218797,-0.89187783,0.12540515,-0.15269318,-1.121661,-1.5605484,-1.3962231,1.3443022,0.84873843,0.679465,0.6024978,-0.665718,0.576942,-0.09601815,-0.46896413,0.3371477,0.5963016,0.06740318,0.0084953755,0.33046147,-1.3517944,-0.28449616,-1.1415249,0.6484042,1.0004537,-0.6238357,0.7292946,0.38485724,0.5594777,0.5144212,-0.34896898,1.3219819,0.3520922,1.5946885,0.24122523,-2.5023546,1.1776476,1.500169,1.1062908,-0.7870611,-0.78219193,0.39491177,0.6575375,0.23380981,0.7688992,1.1310681,0.022765566,0.36201787,0.33123875
source_dataset:SK-CO-1,0.2194977,1.5190965,-0.7345842,0.27504924,-1.2438767,1.1767379,0.36561257,-0.017218376,-1.0575644,-3.5381925,-0.4834336,1.1724591,-0.5554089,0.49479005,-0.4599565,1.0364865,-0.32999206,-0.4865827,1.8062212,-0.4921468,0.010811476,-0.08528905,0.6090188,0.60920286,1.337472,0.62877095,0.6146613,1.4969418,0.47285044,1.4015397,-1.3272656,-0.59829634,-1.5316666,-0.99863327,-0.6201441,0.0076978356,-0.3656535,-0.28163505,-1.0652273,-0.025362134,-0.56341076,-0.84124285,-0.8895803,-1.617249,-0.6330402,0.3761104,-0.3693959,1.1095326,1.3647524,-0.021238342,2.5119712,1.6538984,1.7068317,-1.1591419,-0.5279633,0.36858425,1.5623002,0.35032457,-0.10650077,0.28045475,0.3348476,1.3532152,0.4206679,-0.84061784,-0.69445616,0.2760226,-0.64757544,0.22838236,2.0331836,-0.048776638,-0.15749043,0.048333533,1.5758282,1.6565359,-0.57169455,1.4903969,-0.6227057,0.0037346603,-0.24141258
source_dataset:JAR,-0.95845526,-1.2867268,0.7911297,0.43013915,-1.4823449,-2.1735036,-2.2211022,2.7529662,0.44180113,0.36641702,0.20986077,2.0306647,-0.15799278,-3.5666986,-1.0615981,1.9796666,0.317634,-1.1187115,-2.3463888,-0.8738333,0.6216369,-2.0534232,0.5323807,0.46468878,-0.11519492,-0.71539426,1.145463,0.5694449,0.45192957,-0.27207765,0.29899943,0.48340094,0.6495627,0.39924237,-1.9031425,1.5334631,-1.1702543,0.14779975,1.8642913,-1.400307,1.5035341,1.2877383,0.9398615,0.31132796,0.22339204,2.0563207,1.4738272,-1.5392238,3.6411479,-0.27582896,3.2711332,-0.19051106,-0.12051057,0.09511356,-1.6958079,2.1570046,0.4735359,0.15046093,-1.8813725,0.3008977,-0.004739575,1.5255488,0.9831203,-1.3006662,-0.29676872,0.07552683,-1.5353253,0.3268397,0.83005,0.221829,-0.26444826,0.79115814,0.35994974,-1.0584127,0.077446245,-0.78683877,1.9649708,0.24717242,-0.3779758
source_dataset:CRO-AP2,2.6617768,0.62411755,1.0573703,2.0681465,1.1217915,-0.22055236,-2.6030455,-2.3502033,0.7303218,0.8852786,0.5237173,-1.9251013,0.21546504,0.5050219,-0.85914296,-0.7821122,-1.5688436,0.108370036,-0.47410285,-1.0124422,2.6154096,-2.232553,0.53848594,1.6467735,0.5481552,-1.0364033,-1.6369686,-2.281234,-0.36989525,0.99317235,0.5891964,-0.08900598,1.5186005,1.6226741,1.1356162,-1.756645,-0.2977324,1.9959842,0.34730804,-2.7764513,-0.97716457,-1.1042309,-0.7014863,-2.4399948,-0.72384435,-2.1351302,-0.3204271,-1.2485126,-0.42947435,-0.6252177,-2.3571293,1.4071622,1.5922375,0.10246773,1.4331208,-1.5191251,-1.1299701,0.6842103,-1.1967337,0.50557154,0.15111326,1.1759387,2.3449864,-1.3885139,0.44323725,0.55918795,0.77230465,0.3918173,1.5961831,-1.1101949,0.76032084,1.8497657,-1.1013986,0.9011652,2.0514278,1.6861029,0.07057039,-1.3463405,-0.5051075
source_dataset:KYSE-50,1.9657958,0.7132905,-0.24109612,0.8489532,-2.8111424,1.1014204,2.0332925,0.9754547,-0.4184234,-4.080358,-0.09473419,-1.245544,1.5153811,2.3613122,-0.61777884,-0.023616388,1.3233498,-0.4402334,-0.5034937,-0.952555,-1.0041245,0.58134747,0.03722003,0.7876071,-0.29394487,1.0698718,1.7714677,3.1725228,0.2970068,-0.030773148,-0.27627185,-0.64842623,1.8874308,-0.7726275,-0.24670796,-1.5665376,-0.6893922,-0.46064615,0.8638295,1.2203957,0.15523417,0.4154224,-0.26621273,-0.32844496,-0.93001205,1.5435082,-0.45550424,0.4266045,-1.1071025,0.006928399,-2.3930151,-1.5325347,-0.74785626,-0.6065707,0.61767703,-1.1539116,0.6695661,1.429418,2.1354003,0.30151963,0.5971947,0.6947911,-0.17805433,1.27208,0.33648616,-0.75745356,0.34306598,2.55426,2.348655,0.29046112,0.365802,0.90561247,2.2962704,0.8408416,0.24181534,1.6384108,0.021330867,-0.5323269,-0.49856484
